,num_simplices,max_order_simplex,index_study
0,"[     200     4469    38085   194475   716563  2018480  4409750  7537261
 10182470 10982228  9529150  6676161  3769826  1700793   602588   162991
    32203     4325      346       12]",20,167
0,[  200  3128 13334 25166 26771 17868  7952  2424   503    65     4],11,168
0,"[   200   4225  31229 117626 268525 408714 436560 335147 186235  74302
  20711   3812    416     21]",14,169
0,"[    200    5414   55663  300891 1003437 2248988 3560184 4109840 3537653
 2307516 1152524  441970  128937   27847    4204     394      17]",17,170
0,[  200  3278 14722 27796 27125 15227  5200  1129   156    10],10,171
0,"[   200   3838  23673  70727 124791 146644 124381  80149  40200  15595
   4481    879    102      5]",14,172
0,[  199  3008 12258 21087 18988  9760  2876   456    34     1],10,173
0,"[   200   3705  22336  65885 117506 142473 123146  76122  33027   9681
   1773    172      6]",13,174
0,[  200  3065 14245 32600 44224 37975 20941  7332  1534   162     5],11,175
0,[  200  2810 12012 26464 33809 25575 11503  3013   439    31],10,176
0,[  200  2609 11083 23440 28122 20158  8822  2378   393    36     1],11,177
0,[  200  2645 10648 20583 22685 15712  7326  2385   522    68     4],11,178
0,[  200  3192 13419 23953 22611 12603  4243   831    92     6],10,179
0,[  200  3662 19550 46001 57794 42524 19005  5120   792    60     1],11,180
0,[  200  3736 20790 53332 79173 77159 51787 23757  7143  1310   129     5],12,181
0,"[   200   4266  32037 120068 268408 401089 435839 365130 241945 126058
  50537  15212   3340    509     48      2]",16,182
0,"[   200   4509  31503 100266 179161 205968 166778 101022  47717  17898
   5223   1110    152     10]",14,183
0,[ 200 2277 5845 5340 2011  293   10],7,184
0,[ 200 1418 1992 1085  325   66    5],7,185
0,[ 200 2573 7910 8908 4394 1069  118    1],8,186
0,[  200  3585 20844 57138 87720 82736 50844 21535  6700  1587   264    22],12,187
0,[  200  2672  8582 11054  7479  3070   849   158    14],9,188
0,[  200  2682 10687 20527 23689 18109  9071  2751   436    26],10,189
0,[  200  2858 11569 20659 19881 11371  4084   950   137    10],10,190
0,"[   200   3580  23916  85067 187098 275842 286118 214874 118466  47950
  14014   2828    355     21]",14,191
0,[  200  2871 11049 17959 15346  7580  2249   390    33],9,192
0,[  200  2886 10900 17334 14320  6744  1820   261    17],9,193
0,"[   200   4428  33734 126256 274407 377431 342756 208592  84588  22281
   3618    326     13]",13,194
0,"[  200  3643 21362 59146 93522 95006 67451 35180 13540  3685   644    58
     1]",13,195
0,"[   200   3808  22923  66616 116791 138868 116579  68809  27938   7562
   1310    134      6]",13,196
0,[  200  2497  9887 20125 24409 18684  9268  2998   623    79     5],11,197
0,[ 200 2212 5211 5403 3261 1142  217   24    2],9,198
0,[ 200 1441 2271 1554  537   87    4],7,199
0,"[    200    4986   50517  276853  924234 2007580 2952720 3009162 2146978
 1071338  368739   84728   12192     974      33]",15,200
0,"[   200   4964  42986 182158 445132 693801 738000 560834 312115 127232
  36925   7121    787     34]",14,201
0,"[   200   4697  39289 164388 407696 663440 758864 639073 404345 190838
  65277  15448   2348    198      6]",15,202
0,"[   200   5080  42089 155035 303815 362227 292787 171039  72613  21565
   4190    464     19]",13,203
0,[  200  3063 14773 35766 51638 47512 28538 11131  2689   355    20],11,204
0,"[    200    4783   42243  198558  590460 1222144 1869375 2196458 2026628
 1481427  857000  388824  135938   35539    6605     798      52       1]",18,205
0,"[   200   3409  21519  73208 158738 236634 249188 185410  95866  33273
   7286    900     49]",13,206
0,[  200  2888 11047 17784 14900  7243  2205   442    53     3],10,207
0,[  200  2771 10373 16273 13374  6461  1888   313    23],9,208
0,[ 200 2303 6531 8475 6254 2679  605   68    4],9,209
0,[  200  2293  8153 14422 15020 10256  4882  1654   400    67     6],11,210
0,"[   200   3995  26974  90106 177889 227459 196414 115897  46393  12283
   2041    190      7]",13,211
0,[  200  3426 15761 28727 24035  9916  2073   205     7],9,212
0,[  200  2930 12046 21773 21108 12072  4355  1033   156    12],10,213
0,"[   200   4083  26178  76574 125258 129487  91074  45800  16930   4589
    876    106      6]",13,214
0,"[   200   3607  21527  62250 104397 112000  81260  40938  14362   3438
    538     50      2]",13,215
0,[  200  2789  9910 14378 10669  4768  1610   425    68     4],10,216
0,"[    200    4983   48465  254949  844681 1924136 3186733 3971976 3791544
 2781283 1555369  651522  198799   42341    5866     460      14]",17,217
0,"[    200    4353   36077  161421  454695  881206 1243055 1325279 1094192
  708404  360183  142419   42725    9253    1313      99       2]",17,218
0,"[    200    4897   48101  263359  909336 2115604 3448728 4023056 3387495
 2056758  890658  268483   53839    6612     425      10]",16,219
0,"[   200   3071  17178  53362 106046 144807 141163  99718  50892  18554
   4799    882    110      7]",14,220
0,"[   200   4267  29507 100353 211249 310547 333435 263640 153095  64936
  19888   4233    560     34]",14,221
0,[  200  3449 16092 31578 34024 23588 11381  3949   972   155    12],11,222
0,[ 200 2810 8543 8967 4262  990   90    1],8,223
0,[  200  2730 11162 20880 21579 13469  5258  1275   183    12],10,224
