,num_simplices,max_order_simplex,index_study
0,[ 200 2577 7915 9880 6561 2518  580   80    6],9,82
0,[  200  2649  9187 13449 10295  4527  1165   158     8],9,83
0,"[   200   3870  22507  60665  96420 102968  78804  43912  17325   4492
    667     42]",12,84
0,[  200  3382 15150 28421 28935 18363  7852  2366   515    74     5],11,85
0,[ 200 2802 8732 9705 4982 1227  123    9],8,86
0,[  200  3057 15217 38314 59505 63532 48802 26877 10288  2610   400    28],12,87
0,[  200  2662  8596 11610  8378  3584   951   156    16     1],10,88
0,[ 200 2615 7788 8347 4028 1011  124    7],8,89
0,[ 200 2147 6705 9293 6538 2543  582   78    5],9,90
0,[ 200 2076 4254 2888  847  108    3],7,91
0,[ 200 1836 2311  609   28],5,92
0,[ 200 2204 5683 5747 2905  749   96    3],8,93
0,[  200  3050 12214 19770 16127  7457  2114   407    55     4],10,94
0,[  200  2888  9156 10201  4989  1210   147     8],8,95
0,[ 200 2197 4970 4415 2106  645  133   20    2],9,96
0,[ 200 2319 6327 7938 6319 3466 1216  245   22],9,97
0,[ 200 2562 6817 6388 2595  477   42    1],8,98
0,[ 200 1720 2243  796  156   19    2],7,99
0,[  200  3161 12487 19373 15042  6559  1599   190     8],9,100
0,[ 199 2754 7516 7044 3019  703  107   13    1],9,101
0,[ 200 2318 6181 6215 3073  824  104    3],8,102
0,[ 200 1406 1697  690  113    8],6,103
0,[ 200 2555 7584 8059 3733  789   53],7,104
0,[ 200 2481 6357 6805 4075 1525  356   39],8,105
0,[ 200 2253 5870 6273 3306  875  131   10],8,106
0,[  200  2177  6941 10637  9354  5198  1924   476    73     5],10,107
0,"[   200   4498  33382 115389 219113 254531 194911 103491  39073  10302
   1740    155      4]",13,108
0,"[   200   3855  25104  83048 165258 214191 188685 115802  50351  15624
   3390    470     31]",13,109
0,"[   200   4286  32108 121491 275168 408695 417379 299256 150843  52427
  11940   1593     94]",13,110
0,[  200  2638 10272 19092 20611 14265  6654  2191   524    84     7],11,111
0,[ 200 2550 7694 8845 4578 1103  126    4],8,112
0,[  200  4164 24598 59830 73625 51686 22090  5686   761    32],10,113
0,[  200  3208 13695 23598 19897  8747  1988   222    11],9,114
0,[  200  3005 10686 14152  8965  3363   913   160    11],9,115
0,"[    200    4755   42748  205932  620853 1273404 1870097 2031912 1666758
 1043446  500438  183587   51145   10622    1567     145       6]",17,116
0,"[   200   4326  34428 139717 334733 518479 549706 414528 228890  94952
  30096   7209   1241    140      8]",15,117
0,"[   200   4662  31244  88757 131651 117218  68676  27849   8054   1694
    248     19]",12,118
0,"[   200   5079  43795 181402 427496 631066 614119 401544 175656  50210
   8990    961     61      2]",14,119
0,"[    200    4435   36258  157144  428062  798215 1065172 1040226  751023
  402278  159923   47059   10137    1545     151       7]",16,120
0,"[   200   4371  32037 112489 223790 281230 241847 148927  65842  20118
   3959    448     23]",13,121
0,[  200  2995 12479 23357 24504 15630  6175  1486   202    12],10,122
0,[  200  3828 21317 50858 62778 44279 18841  4901   733    48],10,123
0,[  200  3822 21597 55213 79567 73223 45353 18841  4996   764    55     1],12,124
0,"[   200   4397  33151 125275 292414 477994 587875 560585 415779 238166
 104425  34679   8627   1599    220     21      1]",17,125
0,"[   200   4788  35586 120264 227356 270344 216417 121352  48380  13425
   2377    217      6]",13,126
0,[  200  3444 17991 46259 73311 77225 54742 25920  7926  1440   125     1],12,127
0,"[   200   3525  20492  58523 100238 116738  99790  64498  31189  10864
   2557    362     23]",13,128
0,[  200  3381 16200 33587 37303 25035 10910  3242   685   102     8],11,129
0,[  200  3495 16610 33514 35744 22580  8639  1847   171     3],10,130
0,"[   200   4499  35009 137806 334394 563633 707228 681962 509172 292623
 127677  41475   9772   1600    165      8]",16,131
0,[  200  3010 15152 36947 52166 47689 30122 13371  4070   803    95     6],12,132
0,[  200  2772 11499 21720 22064 13140  4845  1145   175    14],10,133
0,[  200  3484 15956 29574 27675 14855  4830   924    87     2],10,134
0,[  200  3393 15436 30056 32724 23327 11844  4406  1165   200    17],11,135
0,[  200  2961 11182 18171 16043  8257  2429   369    20],9,136
0,[  200  3139 12954 22538 21225 12434  4710  1135   155     9],10,137
0,"[   200   3514  23093  80571 173566 250559 253727 184228  96502  36303
   9664   1762    202     11]",14,138
0,"[   200   4109  27057  86145 164794 213254 196974 131846  63799  22129
   5504   1014    148     17      1]",15,139
0,[  200  3688 19213 41951 46838 29939 11581  2690   342    17],10,140
0,"[   200   4222  31901 120789 262865 351438 298313 163255  57903  13288
   1944    167      6]",13,141
0,"[   200   3828  24100  73411 131153 153363 125172  73685  31447   9525
   1958    258     21      1]",14,142
0,"[   200   3860  25452  86771 188715 293386 342504 302798 199908  95869
  32001   6940    861     45]",14,143
0,"[   200   4241  30206 104070 205596 255927 212234 120857  47868  13239
   2537    317     20]",13,144
0,[  200  3549 15240 26214 24131 14038  5436  1319   175    10],10,145
0,"[   200   4122  28965 104143 228462 332457 333973 235033 115092  38014
   7976    966     58      1]",14,146
0,[  200  3324 14434 25338 22812 12027  3909   772    81     2],10,147
0,"[   200   3372  19639  58681 104912 119449  89824  46850  18522   6042
   1549    258     20]",13,148
0,[  200  2993 11859 19160 15334  6703  1641   232    17     1],10,149
0,"[   200   3822  27160 101141 229618 344737 358195 262979 136410  49020
  11712   1741    149      7]",14,150
0,"[    200    4812   45938  241481  810651 1884572 3179680 3995309 3786314
 2723174 1496879  640334  221794   65479   16662    3421     507      47
       2]",19,151
0,"[   200   4166  28127  89980 163852 187276 141073  71319  24140   5348
    729     53      2]",13,152
0,"[   200   3470  20452  60251 105783 121227  94811  51469  19370   4973
    839     85      4]",13,153
0,"[   200   4523  32217 108022 207367 253966 211024 122844  50514  14416
   2711    299     14]",13,154
0,"[   200   4267  31432 116020 254578 362643 351432 237356 113070  38025
   8841   1335    114      4]",14,155
0,"[   200   4538  36360 143742 327264 468692 446786 294228 136425  44168
   9466   1195     73      2]",14,156
0,"[   200   4184  31730 123461 293869 477885 564190 493909 319757 150761
  50570  11683   1763    156      6]",15,157
0,"[   200   4233  30577 107503 215421 264827 205573 100899  30766   5619
    571     25]",12,158
0,"[   200   4400  32414 118655 262735 389039 401280 290718 146669  50450
  11390   1565    107      1]",14,159
0,"[   200   4258  30143 100411 183117 198303 132992  55920  14524   2242
    194      7]",12,160
0,"[   200   4193  29251  99045 196235 253649 227831 145989  66020  20067
   3718    344      9]",13,161
0,"[   200   3793  22655  65741 116263 141712 125645  82335  39835  14038
   3456    534     39]",13,162
0,"[   200   4435  32976 122592 276823 420994 456293 365137 220446 101253
  35449   9543   2008    325     36      2]",16,163
0,[  200  2982 10683 14144  8620  2749   444    36     2],9,164
0,[  200  3131 12706 21615 19925 11786  5055  1649   376    47     2],11,165
0,"[   200   4455  32235 111474 221864 281866 244507 152310  70826  25237
   6922   1403    186     12]",14,166
0,"[    200    5667   61696  353015 1225166 2795582 4414140 4995984 4164193
 2619918 1277098  494255  152945   36690    6315     680      34]",17,167
0,[  200  3176 14000 26930 28439 18449  7441  1742   205     9],10,168
0,[  200  3222 13628 23482 21032 11244  3820   816    94     4],10,169
0,"[   200   4549  34410 124274 257450 341347 312112 209148 109093  46847
  17135   5348   1371    264     33      2]",16,170
0,"[    200    5245   52416  263630  760705 1359972 1578729 1224352  646800
  237488   62340   12025    1672     145       5]",15,171
0,"[   200   5016  41991 162395 347463 470623 449826 325073 179756  73429
  20760   3656    321      6]",14,172
0,"[   200   4582  36516 144037 335535 512482 547668 424343 241597 101259
  31298   7159   1188    130      7]",15,173
0,"[   200   4998  39543 139292 263268 301032 226282 118305  44270  11849
   2207    262     15]",13,174
0,[  200  3104 14617 32282 39817 29211 12893  3362   493    38     1],11,175
0,"[   200   3970  25337  76235 130838 142221 102789  49811  15788   3062
    310     10]",12,176
0,"[   200   4731  36509 131044 260901 320715 262531 152640  66826  22869
   6103   1188    142      7]",14,177
0,"[   200   4070  25520  77372 141217 171306 144071  84948  34768   9579
   1662    156      5]",13,178
0,[  200  3267 16044 34303 35714 19347  5628   870    69     2],10,179
0,"[   200   3632  21675  63387 109897 125137  99112  56602  23860   7533
   1807    336     45      3]",14,180
0,[  200  3573 17061 34678 37718 24107  9415  2314   349    27],10,181
0,"[   200   4280  28031  91878 186676 258708 257292 188364 101402  39035
  10167   1628    132      3]",14,182
0,"[   200   4555  35204 138951 341340 572529 681516 580073 348877 144457
  39371   6491    533     11]",14,183
0,[  200  3482 14886 23521 17023  6215  1213   154    20     2],10,184
0,"[   200   3667  22358  66200 112150 119313  84134  40386  13257   2881
    381     24]",12,185
0,[  200  3344 15001 26210 21659 10100  3171   757   126    10],10,186
0,[  200  3067 13381 26410 28693 18923  7876  2065   309    20],10,187
0,[  200  3245 14189 26390 27113 17263  6791  1551   178     7],10,188
0,[ 200 2365 7448 9933 6711 2610  622   77    3],9,189
0,[  200  3015 10635 12857  6186  1255    99     3],8,190
0,"[   200   4053  28223  97145 191051 233861 189595 106083  41477  11127
   1943    197      9]",13,191
0,"[    199    5437   56553  311979 1070461 2490281 4141904 5091539 4712898
 3307718 1754789  694983  200964   41022    5640     496      28       1]",18,192
0,[  200  3408 15331 28470 27450 15219  4894   874    78     1],10,193
0,[  200  3054 11931 20035 18960 11511  4739  1340   260    32     2],11,194
0,[  200  2814 10599 18744 18492 10323  3282   607    75     6],10,195
0,[  200  2525  9441 16784 17553 11982  5460  1620   301    27],10,196
0,[  200  3193 13595 25486 25882 15906  6122  1399   164     8],10,197
0,[  200  2885 11062 18202 16031  8430  2809   621    92     7],10,198
0,[  200  2858 10923 18545 17374  9888  3480   800   135    16     1],11,199
0,[  200  3529 15941 28049 24052 11738  3722   811   106     5],10,200
