,num_simplices,normalized_simplices,max_order_simplex,index_study
109,"[   200   3598  21036  61054 104272 113881  84536  44940  17539   4877
    882     87      3]","[1.00000000e+00 1.80804020e-01 1.60164459e-02 9.43867159e-04
 4.11223940e-05 1.38190630e-06 3.70139411e-08 8.15622845e-10
 1.49211543e-11 2.17228590e-13 2.27442644e-15 1.42443293e-17
 3.39648351e-20]",13,109
110,"[   200   4001  27627  96220 200453 272903 254549 166696  77144  24815
   5271    657     35]","[1.00000000e+00 2.01055276e-01 2.10347190e-02 1.48751758e-03
 7.90538903e-05 3.31158293e-06 1.11453839e-07 3.02539087e-09
 6.56295986e-11 1.10529577e-12 1.35924057e-14 1.07569245e-16
 3.96256410e-19]",13,110
111,[  200  2462  8404 13011 11133  5762  1840   359    36],"[1.00000000e+00 1.23718593e-01 6.39865997e-03 2.01144161e-04
 4.39059011e-06 6.99198647e-08 8.05640812e-10 6.51554520e-12
 3.06266923e-14]",9,111
112,[ 200 2381 6258 5974 2492  497   59    3],"[1.00000000e+00 1.19648241e-01 4.76473275e-03 9.23553315e-05
 9.82785464e-07 6.03092203e-09 2.58330478e-11 5.44474529e-14]",8,112
113,[  200  3886 20307 42002 43044 25040  8844  1840   193     7],"[1.00000000e+00 1.95276382e-01 1.54613979e-02 6.49331877e-04
 1.69755287e-05 3.03851685e-07 3.87233008e-09 3.33944378e-11
 1.64193100e-13 3.11790061e-16]",10,113
114,[  200  2995 12056 19831 15967  6546  1298   106     3],"[1.00000000e+00 1.50502513e-01 9.17922948e-03 3.06578269e-04
 6.29700461e-06 7.94334318e-08 5.68327051e-10 1.92381000e-12
 2.55222436e-15]",9,114
115,[ 200 2806 8785 9749 5123 1634  378   49],"[1.00000000e+00 1.41005025e-01 6.68874676e-03 1.50715120e-04
 2.02038922e-06 1.98280213e-08 1.65506645e-10 8.89308398e-13]",8,115
116,"[   200   4438  35657 149622 385749 665888 810217 717734 472987 235269
  88819  25120   5080    660     42]","[1.00000000e+00 2.23015075e-01 2.71486219e-02 2.31308828e-03
 1.52130221e-04 8.08031914e-06 3.54752109e-07 1.30262627e-08
 4.02389647e-10 1.04792194e-11 2.29038869e-13 4.11284543e-15
 5.75137875e-17 5.59420814e-19 2.87092793e-21]",15,116
117,"[   200   4038  28874 102771 210782 272009 232980 136999  56551  16638
   3467    474     32]","[1.00000000e+00 2.02914573e-01 2.19841632e-02 1.58879307e-03
 8.31274019e-05 3.30073455e-06 1.02009889e-07 2.48641553e-09
 4.81102798e-11 7.41080433e-13 8.94040417e-15 7.76070356e-17
 3.62291575e-19]",13,117
118,[  200  4352 25889 63177 78831 58603 28887 10162  2644   506    65     4],"[1.00000000e+00 2.18693467e-01 1.97114360e-02 9.76687777e-04
 3.10890694e-05 7.11127010e-07 1.26481229e-08 1.84431672e-10
 2.24936040e-12 2.25379673e-14 1.67616461e-16 6.54911692e-19]",12,118
119,"[   200   4740  35942 124561 235120 266469 189885  85197  22971   3299
    186]","[1.00000000e+00 2.38190955e-01 2.73656160e-02 1.92565659e-03
 9.27257296e-05 3.23350858e-06 8.31408182e-08 1.54625322e-09
 1.95423819e-11 1.46942202e-13 4.79640951e-16]",11,119
120,"[   200   4139  30458 116468 276626 445944 509150 418728 248176 104387
  30029   5498    553     21]","[1.00000000e+00 2.07989950e-01 2.31901934e-02 1.80054248e-03
 1.09094708e-04 5.41137524e-06 2.22930445e-07 7.59955769e-09
 2.11133611e-10 4.64954701e-12 7.74362264e-14 9.00176121e-16
 6.26085127e-18 1.77997532e-20]",14,120
121,"[   200   4080  26435  78915 130877 136750  97929  49628  17337   3899
    529     44      2]","[1.00000000e+00 2.05025126e-01 2.01271509e-02 1.21999012e-03
 5.16147725e-05 1.65941366e-06 4.28780430e-08 9.00706064e-10
 1.47493045e-11 1.73667064e-13 1.36414012e-15 7.20402862e-18
 2.26432234e-20]",13,121
122,[  200  2795 10442 17197 15648  8557  2856   579    71     5],"[1.00000000e+00 1.40452261e-01 7.95035785e-03 2.65857823e-04
 6.17119861e-06 1.03836217e-07 1.25049465e-09 1.05083584e-11
 6.04026431e-14 2.22707186e-16]",10,122
123,[  200  3573 17627 35226 34230 17606  4962   784    71     3],"[1.00000000e+00 1.79547739e-01 1.34208923e-02 5.44577989e-04
 1.34994970e-05 2.13642683e-07 2.17260310e-09 1.42289344e-11
 6.04026431e-14 1.33624312e-16]",10,123
124,[  200  3565 18048 40501 51176 41164 21886  7582  1618   189     9],"[1.00000000e+00 1.79145729e-01 1.37414344e-02 6.26127098e-04
 2.01825959e-05 4.99510814e-07 9.58274718e-09 1.37606863e-10
 1.37649967e-12 8.41833164e-15 2.32084331e-17]",11,124
125,"[   200   4104  27925  92680 186685 263002 283683 244313 168232  90820
  37481  11530   2579    405     41      2]","[1.00000000e+00 2.06231156e-01 2.12616111e-02 1.43279078e-03
 7.36241189e-05 3.19143774e-06 1.24210110e-07 4.43407352e-09
 1.43121936e-10 4.04525333e-12 9.66528090e-14 1.88778295e-15
 2.91984366e-17 3.43280954e-19 2.80257250e-21 1.18236414e-23]",16,125
126,"[   200   4469  30443  92043 150129 146592  90719  36742   9712   1569
    132      3]","[1.00000000e+00 2.24572864e-01 2.31787727e-02 1.42294305e-03
 5.92073029e-05 1.77884290e-06 3.97211570e-08 6.66836105e-10
 8.26240098e-12 6.98855151e-14 3.40390352e-16 4.91183769e-19]",12,126
127,[  200  3213 14773 31950 41304 34992 19906  7607  1904   288    21],"[1.00000000e+00 1.61457286e-01 1.12479062e-02 4.93932514e-04
 1.62893141e-05 4.24615742e-07 8.71580761e-09 1.38060591e-10
 1.61981172e-12 1.28279339e-14 5.41530106e-17]",11,127
128,"[  200  3290 17199 43408 65870 68814 52784 29998 12360  3541   654    66
     2]","[1.00000000e+00 1.65326633e-01 1.30950206e-02 6.71068000e-04
 2.59775596e-05 8.35033941e-07 2.31113829e-08 5.44438231e-10
 1.05151643e-11 1.57721229e-13 1.68647947e-15 1.08060429e-17
 2.26432234e-20]",13,128
129,[  200  3156 13600 24962 24500 14451  5346  1234   168    11],"[1.00000000e+00 1.58592965e-01 1.03548043e-02 3.85901203e-04
 9.66221664e-06 1.75357856e-07 2.34073684e-09 2.23960523e-11
 1.42924564e-13 4.89955810e-16]",10,129
130,[  200  3261 14176 25718 24081 12866  3897   584    29],"[1.00000000e+00 1.63869347e-01 1.07933607e-02 3.97588620e-04
 9.49697301e-06 1.56124432e-07 1.70629470e-09 1.05991042e-11
 2.46715021e-14]",9,130
131,"[   200   4199  29269 100293 206344 286709 287699 214404 119005  48800
  14531   3022    400     26]","[1.00000000e+00 2.11005025e-01 2.22849094e-02 1.55048431e-03
 8.13771604e-05 3.47911393e-06 1.25968509e-07 3.89125056e-09
 1.01242486e-10 2.17362214e-12 3.74713046e-14 4.94785784e-16
 4.52864468e-18 2.20377896e-20]",14,131
132,[  200  2809 12841 28165 36121 30759 18484  7875  2303   442    54     4],"[1.00000000e+00 1.41155779e-01 9.77691488e-03 4.35418130e-04
 1.42452623e-05 3.73249760e-07 8.09318737e-09 1.42924564e-10
 1.95925756e-12 1.96873153e-14 1.39250599e-16 6.54911692e-19]",12,132
133,[  200  2587  9588 15682 13603  6923  2208   456    58     3],"[1.00000000e+00 1.30000000e-01 7.30013705e-03 2.42436610e-04
 5.36469930e-06 8.40081956e-08 9.66768974e-10 8.27601284e-12
 4.93430042e-14 1.33624312e-16]",10,133
134,[  200  3252 13387 21854 17549  7643  1799   187     1],"[1.00000000e+00 1.63417085e-01 1.01926298e-02 3.37852932e-04
 6.92090774e-06 9.27451451e-08 7.87689033e-10 3.39389123e-12
 8.50741452e-16]",9,134
135,[  200  3166 12809 21461 19552 11326  4504  1218   198    13],"[1.00000000e+00 1.59095477e-01 9.75255063e-03 3.31777330e-04
 7.71084325e-06 1.37437068e-07 1.97206860e-09 2.21056659e-11
 1.68446807e-13 5.79038684e-16]",10,135
136,[  200  2763  9090 11957  7907  2822   534    38],"[1.00000000e+00 1.38844221e-01 6.92096848e-03 1.84849799e-04
 3.11833253e-06 3.42439879e-08 2.33810975e-10 6.89667737e-13]",8,136
137,[  200  2930 10701 15932 12581  6176  2033   465    65     4],"[1.00000000e+00 1.47236181e-01 8.14755596e-03 2.46301497e-04
 4.96164684e-06 7.49436106e-08 8.90145527e-10 8.43935520e-12
 5.52981944e-14 1.78165749e-16]",10,137
138,"[   200   3280  19625  61170 115961 145415 126019  76709  32674   9514
   1791    191      8]","[1.00000000e+00 1.64824121e-01 1.49421349e-02 9.45660467e-04
 4.57322573e-05 1.76456042e-06 5.51772008e-08 1.39220322e-09
 2.77971262e-11 4.23767234e-13 4.61847819e-15 3.12720333e-17
 9.05728936e-20]",13,138
139,"[   200   3835  22519  61695  99155 106862  82700  47058  19709   6077
   1411    253     32      2]","[1.00000000e+00 1.92713568e-01 1.71455764e-02 9.53776729e-04
 3.91043710e-05 1.29673318e-06 3.62100517e-08 8.54062746e-10
 1.67672633e-11 2.70678314e-13 3.63856657e-15 4.14231645e-17
 3.62291575e-19 1.69521459e-21]",14,139
140,[  200  3441 15804 29367 27406 14393  4448   800    75     2],"[1.00000000e+00 1.72914573e-01 1.20328917e-02 4.54000506e-04
 1.08082738e-05 1.74654046e-07 1.94754909e-09 1.45193208e-11
 6.38056089e-14 8.90828745e-17]",10,140
141,"[   200   3941  26359  85151 153310 164399 107756  42964   9992   1198
     51]","[1.00000000e+00 1.98040201e-01 2.00692858e-02 1.31639585e-03
 6.04618136e-05 1.99492465e-06 4.71807779e-08 7.79760122e-10
 8.50060859e-12 5.33606418e-14 1.31514454e-16]",11,141
142,"[  200  3573 20230 54385 85646 89501 66744 36647 14760  4206   785    82
     3]","[1.00000000e+00 1.79547739e-01 1.54027714e-02 8.40767443e-04
 3.37767431e-05 1.08606349e-06 2.92237447e-08 6.65111936e-10
 1.25569438e-11 1.87341285e-13 2.02429111e-15 1.34256897e-17
 3.39648351e-20]",13,142
143,"[   200   3602  21619  67028 132574 185650 191954 147004  81468  31266
   7727   1075     61]","[1.00000000e+00 1.81005025e-01 1.64603320e-02 1.03622249e-03
 5.22840289e-05 2.25279814e-06 8.40467263e-08 2.66799779e-09
 6.93082046e-11 1.39263258e-12 1.99257292e-14 1.76007517e-16
 6.90618314e-19]",13,143
144,"[   200   3958  25276  75492 125432 128107  85717  39062  12319   2651
    363     27      1]","[1.00000000e+00 1.98894472e-01 1.92447084e-02 1.16707209e-03
 4.94673942e-05 1.55453386e-06 3.75310399e-08 7.08942135e-10
 1.04802839e-11 1.18079350e-13 9.36073468e-16 4.42065392e-18
 1.13216117e-20]",13,144
145,[  200  3313 13046 20286 16430  8165  2619   504    48     1],"[1.00000000e+00 1.66482412e-01 9.93299832e-03 3.13612363e-04
 6.47960079e-06 9.90794334e-08 1.14672461e-09 9.14717209e-12
 4.08355897e-14 4.45414373e-17]",10,145
146,"[   200   3848  24438  78029 150437 190710 164895  98118  39678  10526
   1713    150      5]","[1.00000000e+00 1.93366834e-01 1.86066697e-02 1.20629296e-03
 5.93287708e-05 2.31419948e-06 7.21989900e-08 1.78075840e-09
 3.37557193e-11 4.68843169e-13 4.41733843e-15 2.45591885e-17
 5.66080585e-20]",13,146
147,[  200  3103 12282 19368 15492  7194  2063   370    40     2],"[1.00000000e+00 1.55929648e-01 9.35130196e-03 2.99420499e-04
 6.10967592e-06 8.72966863e-08 9.03280975e-10 6.71518586e-12
 3.40296581e-14 8.90828745e-17]",10,147
148,[  200  3148 16324 41527 60038 53039 30848 13078  4341  1078   170    12],"[1.00000000e+00 1.58190955e-01 1.24288107e-02 6.41988592e-04
 2.36775576e-05 6.43609806e-07 1.35067433e-08 2.37354596e-10
 3.69306864e-12 4.80156694e-14 4.38381514e-16 1.96473508e-18]",12,148
149,[  200  2792  9719 12902  7822  2410   407    43     1],"[1.00000000e+00 1.40301508e-01 7.39987818e-03 1.99459070e-04
 3.08481055e-06 2.92445113e-08 1.78204245e-10 7.80413492e-13
 8.50741452e-16]",9,149
150,"[   200   3568  22850  75408 151036 200631 185286 120938  55346  17317
   3584    480     42      2]","[1.00000000e+00 1.79296482e-01 1.73975940e-02 1.16577349e-03
 5.95650021e-05 2.43458736e-06 8.11271540e-08 2.19492202e-09
 4.70851364e-11 7.71324069e-13 9.24211380e-15 7.85894031e-17
 4.75507692e-19 1.69521459e-21]",14,150
151,"[    200    4491   39119  185183  553188 1129456 1648778 1763723 1400668
  833298  376383  132369   37441    8581    1502     174      10]","[1.00000000e+00 2.25678392e-01 2.97845287e-02 2.86284522e-03
 2.18164175e-04 1.37055555e-05 7.21914590e-07 3.20100750e-08
 1.19160633e-09 3.71162906e-11 9.70584408e-13 2.16725015e-14
 4.23892464e-16 7.27331818e-18 1.02669851e-19 1.02865680e-21
 5.46200826e-24]",17,151
152,"[   200   3888  23474  65665 102779  99361  62246  25580   6734   1048
     79      2]","[1.00000000e+00 1.95376884e-01 1.78726968e-02 1.01515113e-03
 4.05335904e-05 1.20571116e-06 2.72543032e-08 4.64255282e-10
 5.72889294e-12 4.66794263e-14 2.03718468e-16 3.27455846e-19]",12,152
153,[  200  3239 17042 43275 63435 58968 36672 15695  4651   930   115     7],"[1.00000000e+00 1.62763819e-01 1.29754835e-02 6.69011880e-04
 2.50172536e-05 7.15556158e-07 1.60567717e-08 2.84850924e-10
 3.95679849e-12 4.14235367e-14 2.96552201e-16 1.14609546e-18]",12,153
154,"[   200   4222  26965  79089 130744 136332  95434  46268  15536   3469
    481     41      2]","[1.00000000e+00 2.12160804e-01 2.05306837e-02 1.22268008e-03
 5.15623205e-05 1.65434137e-06 4.17856115e-08 8.39724917e-10
 1.32171192e-11 1.54514246e-13 1.24036181e-15 6.71284485e-18
 2.26432234e-20]",13,154
155,"[   200   3983  26124  82633 150377 172358 129607  64577  21201   4517
    595     42      1]","[1.00000000e+00 2.00150754e-01 1.98903609e-02 1.27746872e-03
 5.93051082e-05 2.09150435e-06 5.67482004e-08 1.17201772e-09
 1.80365695e-11 2.01193672e-13 1.53433530e-15 6.87657277e-18
 1.13216117e-20]",13,155
156,"[   200   4235  30353 104759 205480 251457 203475 112964  43830  11835
   2153    246     14]","[1.00000000e+00 2.12814070e-01 2.31102482e-02 1.61952664e-03
 8.10364194e-05 3.05134318e-06 8.90911762e-08 2.05020069e-09
 3.72879978e-11 5.27147910e-13 5.55197294e-15 4.02770691e-17
 1.58502564e-19]",13,156
157,"[   200   3905  26624  90589 183368 246220 233532 160413  79484  27670
   6474    968     89      4]","[1.00000000e+00 1.96231156e-01 2.02710522e-02 1.40046487e-03
 7.23159731e-05 2.98779401e-06 1.02251582e-07 2.91135975e-09
 6.76203336e-11 1.23246157e-12 1.66945995e-14 1.58488630e-16
 1.00762344e-18 3.39042917e-21]",14,157
158,"[   200   3950  25441  76642 126608 123804  73738  26653   5713    698
     44      1]","[1.00000000e+00 1.98492462e-01 1.93703365e-02 1.18485057e-03
 4.99311806e-05 1.50231845e-06 3.22860555e-08 4.83729321e-10
 4.86028591e-12 3.10899232e-14 1.13463451e-16 1.63727923e-19]",12,158
159,"[   200   4108  27087  86993 166708 209495 178240 102776  39517   9778
   1467    124      5]","[1.00000000e+00 2.06432161e-01 2.06235724e-02 1.34487234e-03
 6.57456658e-05 2.54214892e-06 7.80420751e-08 1.86529714e-09
 3.36187500e-11 4.35526174e-13 3.78297460e-15 2.03022625e-17
 5.66080585e-20]",13,159
160,"[   200   3976  24896  70730 108038  97390  54427  19281   4337    586
     36]","[1.00000000e+00 1.99798995e-01 1.89553830e-02 1.09345373e-03
 4.26076147e-05 1.18179376e-06 2.38307676e-08 3.49933780e-10
 3.68966568e-12 2.61012822e-14 9.28337324e-17]",11,160
161,"[   200   3914  24660  73700 126556 139498 104784  54597  19245   4269
    518     25]","[1.00000000e+00 1.96683417e-01 1.87756967e-02 1.13936859e-03
 4.99106730e-05 1.69275968e-06 4.58794928e-08 9.90889196e-10
 1.63725192e-11 1.90147396e-13 1.33577426e-15 4.09319808e-18]",12,161
162,[  200  3541 19065 48945 75759 80080 60860 33453 12944  3291   471    25],"[1.00000000e+00 1.77939698e-01 1.45157606e-02 7.56667509e-04
 2.98775457e-05 9.71742930e-07 2.66474455e-08 6.07143547e-10
 1.10119974e-11 1.46585870e-13 1.21457467e-15 4.09319808e-18]",12,162
163,"[   200   4139  27590  88572 166281 202478 168999  99355  41440  12108
   2367    274     13]","[1.00000000e+00 2.07989950e-01 2.10065479e-02 1.36928296e-03
 6.55772671e-05 2.45700006e-06 7.39959193e-08 1.80320889e-09
 3.52547258e-11 5.39307722e-13 6.10381791e-15 4.48614509e-17
 1.47180952e-19]",13,163
164,[ 200 2784 8785 9814 5020 1305  145    2],"[1.00000000e+00 1.39899497e-01 6.68874676e-03 1.51719991e-04
 1.97976847e-06 1.58357208e-08 6.34879987e-11 3.62983019e-14]",8,164
165,[  200  2924 10606 15745 12359  5876  1797   345    30],"[1.00000000e+00 1.46934673e-01 8.07522461e-03 2.43410561e-04
 4.87409532e-06 7.13032150e-08 7.86813336e-10 6.26145709e-12
 2.55222436e-14]",9,165
166,"[   200   4158  26957  81404 139475 152732 116895  67262  30623  11297
   3341    745    110      8]","[1.00000000e+00 2.08944724e-01 2.05245927e-02 1.25846893e-03
 5.50056190e-05 1.85334967e-06 5.11822732e-08 1.22074819e-09
 2.60522555e-11 5.03184617e-13 8.61548611e-15 1.21977303e-16
 1.24537729e-18 6.78085835e-21]",14,166
167,"[    200    5289   51159  253655  751325 1445411 1902583 1776566 1211514
  620191  244261   74713   17312    2823     283      13]","[1.00000000e+00 2.65778894e-01 3.89515761e-02 3.92139130e-03
 2.96304690e-04 1.75395594e-05 8.33042670e-07 3.22431645e-08
 1.03068518e-09 2.76241985e-11 6.29879453e-13 1.22326043e-14
 1.95999742e-16 2.39279539e-18 1.93445858e-20 7.68536692e-23]",16,167
168,[  200  2964 11795 20037 18330 10141  3483   713    81     4],"[1.00000000e+00 1.48944724e-01 8.98050860e-03 3.09762936e-04
 7.22891555e-06 1.23057506e-07 1.52502551e-09 1.29403446e-11
 6.89100576e-14 1.78165749e-16]",10,168
169,[  200  3008 11392 17375 13951  6747  2057   394    40     1],"[1.00000000e+00 1.51155779e-01 8.67367139e-03 2.68609622e-04
 5.50194222e-06 8.18724969e-08 9.00653886e-10 7.15076548e-12
 3.40296581e-14 4.45414373e-17]",10,169
170,"[   200   4246  28458  88286 154888 173348 134968  78449  35850  13125
   3807    844    129     10]","[1.00000000e+00 2.13366834e-01 2.16674280e-02 1.36486153e-03
 6.10841392e-05 2.10351765e-06 5.90955049e-08 1.42378274e-09
 3.04990810e-11 5.84606364e-13 9.81716720e-15 1.38186367e-16
 1.46048791e-18 8.47607293e-21]",14,170
171,"[   200   4895  43254 184813 437773 620613 552349 319946 124209  32784
   5753    615     31]","[1.00000000e+00 2.45979899e-01 3.29328460e-02 2.85712519e-03
 1.72647247e-04 7.53092277e-06 2.41845053e-07 5.80674826e-09
 1.05669745e-10 1.46024648e-12 1.48353462e-14 1.00692673e-16
 3.50969963e-19]",13,171
172,"[   200   4680  34551 112034 193576 206412 152058  82535  32954   9154
   1607    149      4]","[1.00000000e+00 2.35175879e-01 2.63065327e-02 1.73199485e-03
 7.63417652e-05 2.50473778e-06 6.65783318e-08 1.49794018e-09
 2.80353338e-11 4.07732317e-13 4.14399467e-15 2.43954605e-17
 4.52864468e-20]",13,172
173,"[   200   4277  30594 105361 208898 263362 222970 129692  51307  13144
   1952    128]","[1.00000000e+00 2.14924623e-01 2.32937414e-02 1.62883329e-03
 8.23843972e-05 3.19580621e-06 9.76270281e-08 2.35379969e-09
 4.36489917e-11 5.85452651e-13 5.03365127e-15 2.09571742e-17]",12,173
174,"[   200   4663  32184  94431 145654 136347  86162  39729  13816   3548
    626     66      3]","[1.00000000e+00 2.34321608e-01 2.45043399e-02 1.45986045e-03
 5.74424695e-05 1.65452339e-06 3.77258824e-08 7.21047619e-10
 1.17538439e-11 1.58033019e-13 1.61427546e-15 1.08060429e-17
 3.39648351e-20]",13,174
175,[  200  2897 12037 22360 22146 12330  3785   601    47     2],"[1.00000000e+00 1.45577889e-01 9.16476321e-03 3.45675462e-04
 8.73385509e-06 1.49620259e-07 1.65725569e-09 1.09076397e-11
 3.99848482e-14 8.90828745e-17]",10,175
176,[  200  3705 21106 55265 81316 74832 45021 17594  4238   562    31],"[1.00000000e+00 1.86180905e-01 1.60697427e-02 8.54371844e-04
 3.20690942e-05 9.08060277e-07 1.97123668e-08 3.19316162e-10
 3.60544227e-12 2.50322877e-14 7.99401585e-17]",11,176
177,"[   200   4416  29918  89615 143061 135868  82587  34208  10259   2337
    399     43      2]","[1.00000000e+00 2.21909548e-01 2.27790467e-02 1.38540727e-03
 5.64198520e-05 1.64871089e-06 3.61605748e-08 6.20846156e-10
 8.72775655e-12 1.04093339e-13 1.02890720e-15 7.04030069e-18
 2.26432234e-20]",13,177
178,[  200  3799 20722 52090 76623 73493 48091 21639  6478  1172   103     2],"[1.00000000e+00 1.90904523e-01 1.57773717e-02 8.05287783e-04
 3.02182867e-05 8.91811978e-07 2.10565610e-08 3.92729478e-10
 5.51110312e-12 5.22025645e-14 2.65607623e-16 3.27455846e-19]",12,178
179,[  200  3049 13282 24479 21444  9578  2217   250     9],"[1.00000000e+00 1.53216080e-01 1.01126846e-02 3.78434242e-04
 8.45700300e-06 1.16225697e-07 9.70709608e-10 4.53728774e-12
 7.65667307e-15]",9,179
180,"[  200  3390 18134 46328 68483 64305 40064 16952  4932   987   138    15
     1]","[1.00000000e+00 1.70351759e-01 1.38069134e-02 7.16209876e-04
 2.70080646e-05 7.80318795e-07 1.75419530e-08 3.07664407e-10
 4.19585684e-12 4.39623986e-14 3.55862641e-16 2.45591885e-18
 1.13216117e-20]",13,180
181,[  200  3334 13993 23331 19341  8859  2264   293    16],"[1.00000000e+00 1.67537688e-01 1.06540277e-02 3.60686682e-04
 7.62762988e-06 1.07500882e-07 9.91288477e-10 5.31770123e-12
 1.36118632e-14]",9,181
182,"[   200   3995  23935  70220 123692 144044 117936  70398  30547   9209
   1781    197     10]","[1.00000000e+00 2.00753769e-01 1.82236942e-02 1.08556936e-03
 4.87811796e-05 1.74792381e-06 5.16380732e-08 1.27766393e-09
 2.59875991e-11 4.10182096e-13 4.59269104e-15 3.22544009e-17
 1.13216117e-19]",13,182
183,"[   200   4252  29221  98978 202177 272942 252126 159256  66753  17490
   2598    191      6]","[1.00000000e+00 2.13668342e-01 2.22483630e-02 1.53015501e-03
 7.97337948e-05 3.31205618e-06 1.10392932e-07 2.89036119e-09
 5.67895441e-11 7.79029738e-13 6.69950102e-15 3.12720333e-17
 6.79296702e-20]",13,183
184,[  200  3250 12250 16596 10323  3368   628    71     5],"[1.00000000e+00 1.63316583e-01 9.32693772e-03 2.56566636e-04
 4.07114540e-06 4.08695079e-08 2.74968712e-10 1.28858972e-12
 4.25370726e-15]",9,184
185,[  200  3423 18738 49076 72812 66902 39768 15488  3868   565    37],"[1.00000000e+00 1.72010050e-01 1.42667885e-02 7.58692710e-04
 2.87153191e-05 8.11832487e-07 1.74123499e-08 2.81094050e-10
 3.29066794e-12 2.51659121e-14 9.54124472e-17]",11,185
186,[  200  3123 12844 20384 15285  6468  1766   317    31     1],"[1.00000000e+00 1.56934673e-01 9.77919903e-03 3.15127398e-04
 6.02804005e-06 7.84869290e-08 7.73240040e-10 5.75328086e-12
 2.63729850e-14 4.45414373e-17]",10,186
187,[  200  2863 11045 18362 16152  8218  2411   384    28     1],"[1.00000000e+00 1.43869347e-01 8.40947160e-03 2.83868195e-04
 6.36996421e-06 9.97225699e-08 1.05565217e-09 6.96927397e-12
 2.38207607e-14 4.45414373e-17]",10,187
188,[  200  3029 11645 18393 15563  7989  2483   439    31],"[1.00000000e+00 1.52211055e-01 8.86630120e-03 2.84347441e-04
 6.13767663e-06 9.69437346e-08 1.08717725e-09 7.96747728e-12
 2.63729850e-14]",9,188
189,[ 200 2207 6107 6943 3884 1191  209   21    1],"[1.00000000e+00 1.10904523e-01 4.64976397e-03 1.07335632e-04
 1.53175712e-06 1.44523705e-08 9.15102878e-11 3.81132170e-13
 8.50741452e-16]",9,189
190,[ 200 2814 8627 8576 3187  483   28],"[1.00000000e+00 1.41407035e-01 6.56844830e-03 1.32581072e-04
 1.25687692e-06 5.86103690e-09 1.22597515e-11]",7,190
191,"[   200   3781  22991  66160 104960 100095  61096  24648   6364    937
     63      1]","[1.00000000e+00 1.90000000e-01 1.75049490e-02 1.02280360e-03
 4.13937248e-05 1.21461799e-06 2.67507777e-08 4.47340273e-10
 5.41411860e-12 4.17353267e-14 1.62459032e-16 1.63727923e-19]",12,191
192,"[    199    5075   46377  213210  584001 1045525 1294244 1147620  744245
  356448  126150   32675    6034     752      57       2]","[9.95000000e-01 2.55025126e-01 3.53106441e-02 3.29612993e-03
 2.30316089e-04 1.26870820e-05 5.66682493e-07 2.08283286e-08
 6.33160072e-10 1.58767062e-11 3.25304871e-13 5.34980989e-15
 6.83146050e-17 6.37400685e-19 3.89625933e-21 1.18236414e-23]",16,192
193,[  200  3180 12905 20900 16802  7408  1814   239    15],"[1.00000000e+00 1.59798995e-01 9.82564337e-03 3.23104524e-04
 6.62630873e-06 8.98935018e-08 7.94256757e-10 4.33764708e-12
 1.27611218e-14]",9,193
194,[  200  2851  9885 14168 11008  5132  1437   221    14],"[1.00000000e+00 1.43266332e-01 7.52626770e-03 2.19030856e-04
 4.34129309e-06 6.22750339e-08 6.29187960e-10 4.01096236e-12
 1.19103803e-14]",9,194
195,[  200  2626  8748 13394 11442  5619  1666   338    59     6],"[1.00000000e+00 1.31959799e-01 6.66057561e-03 2.07065167e-04
 4.51245236e-06 6.81846095e-08 7.29455213e-10 6.13441303e-12
 5.01937457e-14 2.67248624e-16]",10,195
196,[  200  2357  7740 11802 10583  6309  2657   806   165    17],"[1.00000000e+00 1.18442211e-01 5.89310187e-03 1.82453569e-04
 4.17368321e-06 7.65575193e-08 1.16336285e-09 1.46282157e-11
 1.40372340e-13 7.57204434e-16]",10,196
197,[  200  2980 11146 17787 15167  7781  2446   421    28],"[1.00000000e+00 1.49748744e-01 8.48637125e-03 2.74978956e-04
 5.98150366e-06 9.44197270e-08 1.07097686e-09 7.64079256e-12
 2.38207607e-14]",9,197
198,[  200  2693  9178 13101  9934  4539  1372   297    47     4],"[1.00000000e+00 1.35326633e-01 6.98797015e-03 2.02535520e-04
 3.91773306e-06 5.50791853e-08 6.00727823e-10 5.39029784e-12
 3.99848482e-14 1.78165749e-16]",10,198
199,[  200  2667  8984 12845  9766  4494  1268   209    19     1],"[1.00000000e+00 1.34020101e-01 6.84026192e-03 1.98577876e-04
 3.85147786e-06 5.45331260e-08 5.55191603e-10 3.79317255e-12
 1.61640876e-14 4.45414373e-17]",10,199
200,[  200  3293 12895 18357 11853  3978   783    84     4],"[1.00000000e+00 1.65477387e-01 9.81802954e-03 2.83790897e-04
 4.67454097e-06 4.82716456e-08 3.42835193e-10 1.52452868e-12
 3.40296581e-15]",9,200
