,num_simplices,max_order_simplex,index_study
0,"[   200   5475  43001 142728 247955 252364 158954  62999  15397   2195
    163      4]",12,170
0,"[   200   5352  40105 128735 226206 248842 184640  96779  36830  10184
   1947    225     11]",13,171
0,"[   200   5393  40745 138557 283494 400991 414989 321501 187561  81777
  26015   5720    774     48]",14,172
0,"[   200   5576  39802 103695 125455  83073  32883   7851   1061     70
      1]",11,173
0,"[   200   5430  39905 115638 166153 138186  74720  28366   7850   1624
    259     31      2]",13,174
0,"[   200   5202  36766 111243 192820 226917 196483 128048  62843  23119
   6413   1390    243     31      2]",15,175
0,"[   200   5347  36779  96411 125142  95526  47351  15772   3448    468
     37      1]",12,176
0,"[   200   5553  41732 124616 184434 152228  74039  21418   3576    310
     11]",11,177
0,[  200  5143 32059 70340 70163 38058 12662  2722   367    26],10,178
0,"[   200   5409  37524  95442 111520  69504  25549   5912    872     77
      3]",11,179
0,"[   200   5698  42770 120712 160842 116734  50445  13641   2370    263
     16]",11,180
0,"[   200   5332  40050 130365 235712 268448 204511 107700  39862  10278
   1745    166      5]",13,181
0,"[   200   5278  35859  94428 127244 104826  57776  21789   5575    940
     96      5]",12,182
0,"[   200   5400  37807 100727 131575  99514  48496  16216   3761    561
     41]",11,183
0,"[   200   5365  37444 101224 140763 123841  78037  36871  13037   3409
    648     82      5]",13,184
0,"[   200   5724  50167 202659 469481 697062 702747 493568 242198  81835
  18444   2611    201      5]",14,185
0,"[   200   5484  38149  95216 106470  62703  22174   5318    941    119
      8]",11,186
0,"[   200   5435  39919 120064 195265 205005 151566  80755  30842   8242
   1465    159      9]",13,187
0,[  200  5358 34582 76199 72478 35060  9765  1708   185     9],10,188
0,"[   200   5472  40817 125032 204584 211636 156342  90974  44199  17790
   5568   1234    170     11]",14,189
0,"[   200   5486  45242 175771 406844 629672 699208 584863 378912 191367
  74251  21296   4196    492     24]",15,190
0,"[    200    5869   54426  236585  594207  957857 1045320  798072  436875
  174647   51493   11134    1691     160       7]",15,191
0,"[   200   5398  38625 107368 151199 130608  78180  34410  11192   2576
    389     37      2]",13,192
0,[   200   5797  42335 108427 122869  72629  24866   5142    607     29],10,193
0,"[  200  5436 35793 81046 83348 49964 22956 10869  5434  2278   672   121
    10]",13,194
0,"[   200   5338  37406 100798 133170 102021  51759  19587   6012   1513
    292     36      2]",13,195
0,"[   200   5431  38383 104241 141839 115637  62917  24202   6839   1476
    248     30      2]",13,196
0,"[   200   5534  41809 127965 207266 213266 155902  86009  36467  11702
   2746    442     43      2]",14,197
0,"[   200   5589  42340 135552 259603 380017 473854 507743 457053 338304
 203147  97975  37370  10923   2301    310     20]",17,198
0,"[   200   5345  40552 130692 230013 264682 228332 160815  95286  46853
  18298   5316   1053    123      6]",15,199
0,"[   200   5503  39163 106555 145751 119136  63361  22733   5550    917
    101      6]",12,200
